Time,Displacement_0
0,0
0.001,2.474873734e-06
0.002,9.899494937e-06
0.003,2.227386361e-05
0.004,3.959797975e-05
0.005,6.187184335e-05
0.006,8.909545443e-05
0.007,0.000121268813
0.008,0.000158391919
0.009,0.0002004647725
0.01,0.0002474873734
0.011,0.0002994597218
0.012,0.0003563818177
0.013,0.0004182536611
0.014,0.0004850752519
0.015,0.0005568465902
0.016,0.0006335676759
0.017,0.0007152385092
0.018,0.0008018590899
0.019,0.000893429418
0.02,0.0009899494937
0.021,0.001091419317
0.022,0.001197838887
0.023,0.001309208205
0.024,0.001425527271
0.025,0.001546796084
0.026,0.001673014644
0.027,0.001804182952
0.028,0.001940301008
0.029,0.00208136881
0.03,0.002227386361
0.031,0.002378353659
0.032,0.002534270704
0.033,0.002695137496
0.034,0.002860954037
0.035,0.003031720324
0.036,0.003207436359
0.037,0.003388102142
0.038,0.003573717672
0.039,0.00376428295
0.04,0.003959797975
0.041,0.004160262747
0.042,0.004365677267
0.043,0.004576041534
0.044,0.004791355549
0.045,0.005011619312
0.046,0.005236832821
0.047,0.005466996079
0.048,0.005702109083
0.049,0.005942171836
0.05,0.006187184335
0.051,0.006437146583
0.052,0.006692058577
0.053,0.006951920319
0.054,0.007216731809
0.055,0.007486493046
0.056,0.00776120403
0.057,0.008040864762
0.058,0.008325475242
0.059,0.008615035469
0.06,0.008909545443
0.061,0.009209005165
0.062,0.009513414634
0.063,0.009822773851
0.064,0.01013708282
0.065,0.01045634153
0.066,0.01078054999
0.067,0.01110970819
0.068,0.01144381615
0.069,0.01178287385
0.07,0.0121268813
0.071,0.01247583849
0.072,0.01282974544
0.073,0.01318860213
0.074,0.01355240857
0.075,0.01392116475
0.076,0.01429487069
0.077,0.01467352637
0.078,0.0150571318
0.079,0.01544568697
0.08,0.0158391919
0.081,0.01623764657
0.082,0.01664105099
0.083,0.01704940515
0.084,0.01746270907
0.085,0.01788096273
0.086,0.01830416614
0.087,0.01873231929
0.088,0.0191654222
0.089,0.01960347485
0.09,0.02004647725
0.091,0.02049442939
0.092,0.02094733129
0.093,0.02140518293
0.094,0.02186798431
0.095,0.02233573545
0.096,0.02280843633
0.097,0.02328608696
0.098,0.02376868734
0.099,0.02425623747
0.1,0.02474873734
0.101,0.02524618696
0.102,0.02574858633
0.103,0.02625593545
0.104,0.02676823431
0.105,0.02728548292
0.106,0.02780768128
0.107,0.02833482938
0.108,0.02886692724
0.109,0.02940397484
0.11,0.02994597218
0.111,0.03049291928
0.112,0.03104481612
0.113,0.03160166271
0.114,0.03216345905
0.115,0.03273020513
0.116,0.03330190097
0.117,0.03387854655
0.118,0.03446014187
0.119,0.03504668695
0.12,0.03563818177
0.121,0.03623462634
0.122,0.03683602066
0.123,0.03744236472
0.124,0.03805365854
0.125,0.0386699021
0.126,0.0392910954
0.127,0.03991723846
0.128,0.04054833126
0.129,0.04118437381
0.13,0.04182536611
0.131,0.04247130815
0.132,0.04312219994
0.133,0.04377804148
0.134,0.04443883277
0.135,0.0451045738
0.136,0.04577526459
0.137,0.04645090512
0.138,0.04713149539
0.139,0.04781703542
0.14,0.04850752519
0.141,0.04920296471
0.142,0.04990335398
0.143,0.05060869299
0.144,0.05131898175
0.145,0.05203422026
0.146,0.05275440852
0.147,0.05347954652
0.148,0.05420963427
0.149,0.05494467177
0.15,0.05568465902
0.151,0.05642959601
0.152,0.05717948275
0.153,0.05793431924
0.154,0.05869410548
0.155,0.05945884146
0.156,0.06022852719
0.157,0.06100316267
0.158,0.0617827479
0.159,0.06256728287
0.16,0.06335676759
0.161,0.06415120206
0.162,0.06495058628
0.163,0.06575492024
0.164,0.06656420395
0.165,0.06737843741
0.166,0.06819762062
0.167,0.06902175357
0.168,0.06985083627
0.169,0.07068486872
0.17,0.07152385092
0.171,0.07236778286
0.172,0.07321666455
0.173,0.07407049599
0.174,0.07492927718
0.175,0.07579300811
0.176,0.07666168879
0.177,0.07753531922
0.178,0.07841389939
0.179,0.07929742932
0.18,0.08018590899
0.181,0.0810793384
0.182,0.08197771757
0.183,0.08288104648
0.184,0.08378932514
0.185,0.08470255355
0.186,0.08562073171
0.187,0.08654385961
0.188,0.08747193726
0.189,0.08840496466
0.19,0.0893429418
0.191,0.0902858687
0.192,0.09123374534
0.193,0.09218657172
0.194,0.09314434786
0.195,0.09410707374
0.196,0.09507474937
0.197,0.09604737475
0.198,0.09702494987
0.199,0.09800747475
0.2,0.09899494937
0.201,0.09998737373
0.202,0.1009847478
0.203,0.1019870717
0.204,0.1029943453
0.205,0.1040065687
0.206,0.1050237418
0.207,0.1060458646
0.208,0.1070729372
0.209,0.1081049596
0.21,0.1091419317
0.211,0.1101838535
0.212,0.1112307251
0.213,0.1122825464
0.214,0.1133393175
0.215,0.1144010384
0.216,0.1154677089
0.217,0.1165393293
0.218,0.1176158993
0.219,0.1186974192
0.22,0.1197838887
0.221,0.120875308
0.222,0.1219716771
0.223,0.1230729959
0.224,0.1241792645
0.225,0.1252904828
0.226,0.1264066508
0.227,0.1275277686
0.228,0.1286538362
0.229,0.1297848535
0.23,0.1309208205
0.231,0.1320617373
0.232,0.1332076039
0.233,0.1343584202
0.234,0.1355141862
0.235,0.136674902
0.236,0.1378405675
0.237,0.1390111828
0.238,0.1401867478
0.239,0.1413672626
0.24,0.1425527271
0.241,0.1437431414
0.242,0.1449385054
0.243,0.1461388191
0.244,0.1473440826
0.245,0.1485542959
0.246,0.1497694589
0.247,0.1509895716
0.248,0.1522146341
0.249,0.1534446464
0.25,0.1546796084
0.251,0.1559195201
0.252,0.1571643816
0.253,0.1584141928
0.254,0.1596689538
0.255,0.1609286646
0.256,0.162193325
0.257,0.1634629353
0.258,0.1647374952
0.259,0.166017005
0.26,0.1673014644
0.261,0.1685908736
0.262,0.1698852326
0.263,0.1711845413
0.264,0.1724887998
0.265,0.173798008
0.266,0.1751121659
0.267,0.1764312736
0.268,0.1777553311
0.269,0.1790843383
0.27,0.1804182952
0.271,0.1817572019
0.272,0.1831010583
0.273,0.1844498645
0.274,0.1858036205
0.275,0.1871623261
0.276,0.1885259816
0.277,0.1898945867
0.278,0.1912681417
0.279,0.1926466463
0.28,0.1940301008
0.281,0.1954185049
0.282,0.1968118588
0.283,0.1982101625
0.284,0.1996134159
0.285,0.2010216191
0.286,0.202434772
0.287,0.2038528746
0.288,0.205275927
0.289,0.2067039292
0.29,0.208136881
0.291,0.2095747827
0.292,0.2110176341
0.293,0.2124654352
0.294,0.2139181861
0.295,0.2153758867
0.296,0.2168385371
0.297,0.2183061372
0.298,0.2197786871
0.299,0.2212561867
0.3,0.2227386361
0.301,0.2242260352
0.302,0.225718384
0.303,0.2272156827
0.304,0.228717931
0.305,0.2302251291
0.306,0.231737277
0.307,0.2332543746
0.308,0.2347764219
0.309,0.236303419
0.31,0.2378353659
0.311,0.2393722624
0.312,0.2409141088
0.313,0.2424609049
0.314,0.2440126507
0.315,0.2455693463
0.316,0.2471309916
0.317,0.2486975867
0.318,0.2502691315
0.319,0.2518456261
0.32,0.2534270704
0.321,0.2550134644
0.322,0.2566048083
0.323,0.2582011018
0.324,0.2598023451
0.325,0.2614085382
0.326,0.263019681
0.327,0.2646357735
0.328,0.2662568158
0.329,0.2678828079
0.33,0.2695137496
0.331,0.2711496412
0.332,0.2727904825
0.333,0.2744362735
0.334,0.2760870143
0.335,0.2777427048
0.336,0.2794033451
0.337,0.2810689351
0.338,0.2827394749
0.339,0.2844149644
0.34,0.2860954037
0.341,0.2877807927
0.342,0.2894711314
0.343,0.2911664199
0.344,0.2928666582
0.345,0.2945718462
0.346,0.296281984
0.347,0.2979970715
